resturant_name,resturant_phone,resturant_users_name,resturant_users_review
La Vita E Bella,(206) 441-5322,Judy M.,"Tbh we were supposed to trot over to the Pink Door on this night, but we were just too tired to haul everyone back to that area. Yelpers guided us to this spot. We were only a hop and a skip away from this great neighborhood Italian Restaurant! Amongst the dishes we had ordered were the Frutti di mare (seafood pasta), Bolognese, and carbonara. The seafood was cooked perfectly, not overcooked (say no to rubbery seafood!), bolognese had lots of flavor, and carbonara was good. Overall it was satisfying. Our service was excellent, really helped the experience overall.
Although this wouldn't be a designation restaurant, I would still recommend it if you are nearby, and got a hankering for Italian food."
La Vita E Bella,(206) 441-5322,Nancy S.,"The food and service here is just amazing!!! Came here with a friend on the recommendation of another good friend and I have no regrets!
I ordered their seafood spaghetti and was not disappointed- it had sooooooooooo much delish seafood on it!!! The portioning is very generous and the quality exceptional... can't wait to come here again!!!"
La Vita E Bella,(206) 441-5322,Lana P.,"Super disappointing. Deserving good reviews brought us here for dinner.
Service sucks and don't mind little fruit flies all over your food. Food was very so so and I could not get out there fast enough to get away from those flies and dirty walls."
La Vita E Bella,(206) 441-5322,Rpisces G.,"First time at this local restaurant, food and service were both really good, will definitely be back. Had the lasagna which was very meaty, delicious."
La Vita E Bella,(206) 441-5322,Abhinav S.,"Had a crave for Italian food, and wanted to try out a new place. So this brought me to La Vita.
Ambiance:
It has a nice dim-lit casual atmosphere. Lunch and dinner is good here.
Service:
Service is alright. They don't do anything out of their way, or even try to be friendly. You're just a paying customer to them, that's about it.
Food:
I'm docking off a star because their bread... how do I put it mildly... is pretty bad, it's store bought! I mean it's literally the same as the $2 Trader Joe's bread that I buy. Even the cheapest Italian places have better bread. The garlic oil is decent.
Onto the main course, now this is where they shine. I had the Pesto Penne, and the pesto was super fresh, and just about everything about their main dishes, including the white sauce pasta is good!
Price and Portion:
Portions are hearty, no complaints there. Infact, mind you, the food is like super rich. Your heart will give out if you eat too much. Price is perfect too.
All in all, if you're willing to forgive their dismal excuse of a bread and look past that, everything else is great!"
La Vita E Bella,(206) 441-5322,D C.,"This is our favorite local Italian place. They have a great menu and we love their specials. The prices are very reasonable, especially for Seattle. We come here so often that many of the staff know who we are and will drop by our table to say hello. We brought our relatives from Italy here for dinner one night and they loved it. The owner,Giuseppe made them feel at home speaking in Italian and bringing all of our dishes family style. Perfect ending to their American vacation :-)"
La Vita E Bella,(206) 441-5322,Francesco L.,I've been coming here for about a year and a half now and this place never disappoints. Great hours and great food. If your looking for some great Italian food in Downtown Seattle this place is a must
La Vita E Bella,(206) 441-5322,Fraser C.,"I have been dining here a few times a year for over 10 years. The food is AMAZING and the service is great. Some of the best pasta in town!
The quality of food is very high and prices are reasonable."
La Vita E Bella,(206) 441-5322,Sharon C.,"Came here to celebrate my friends' birthdays! There's plenty of street parking. Pretty good prices for pasta here. It was kind of cold, so we were planning to say we wanted to sit inside when the server asked us whether we would want to sit inside or outside. But he never asked...LOL he just seated us outside. I'm sure we could have told him we wanted to be seated inside instead, but we just didn't say anything.
Service was alright otherwise. The waiters were pretty nice.
Free bread! It's not as good as the bread at the Cheesecake Factory, but it was alright.
The presentation of all the pasta dishes we got was very nice! The portions are good for the price too. We had leftovers that we took home.
I got the fettucine tartufo ($18) which has Italian sausage, truffle oil, Italian sausage, and cream sauce. It's definitely on the heavy side, but I liked it. I would give it a 4/5. It's super oily though. Kind of felt like I was eating oil.
We also got the spaghetti di mare ($19), and we were impressed with how much seafood it came with. It comes with tiger prawns, mussels and clams, and they were really generous with the amount. And the price wasn't bad at all for a seafood pasta. The garlic flavor wasn't too strong, and this dish wasn't as heavy as the fettucine. This would probably get a 4.5/5!
The spaghetti carbonara ($15) was so good! Also a 4.5/5. But I really love carbonara. It comes with pancetta, and the spaghetti is so creamyyy. I would probably get this one if I went again."
La Vita E Bella,(206) 441-5322,Stephanie L.,"I had the cannelloni. You read that correctly- that is not cannoli! Think enchiladas but Italian! The big noodles were smothered in bolognese and cheese. Every bite was heaven. The portion is great if you're really hungry. Otherwise lucky you, leftovers for lunch! This is one of the most amazing Italian dishes I've ever had. The atmosphere here is lively as well. I can't wait to go back. I'll try to get something different but something tells me I'll be getting the cannelloni again :)."
La Vita E Bella,(206) 441-5322,Kayla K.,"I'll start off by saying that the food was good.
However, everything else was not good. I asked the server his preference between two pasta dishes. He suggested one over the other, so I ordered that. Our salad came out quickly, and then the entrees took forever. We were all very hungry by the time our entrees arrived, about 30+ minutes later. The entree given to me was not what I had ordered. It wasn't even the other pasta dish I had asked about. I told the waiter this and he begrudgingly took the entree away. It was not what I had ordered, why is that my fault? I thought that they would hurry to make the correct entree, but I was wrong. My family finished their meals and then my food was given to me. At this point, I had waited an hour total for my entree. I asked the server for pepper flakes, he never came back with them. I had to ask two more times before they were brought to me.
Then, the receipt came. We were charged for the incorrect entree that they had initially brought out to me. The server seemed extremely annoyed that he had to fix the receipt. They not only tried to charge us more than we should have paid, but did not apologize once, or comp anything for the inconvenience. Not even my $3 soft drink.
A sorry would have gone a long way in this situation, but it never came. The whole time I felt like I was the one at fault. We will not be returning to La Vita E Bella."
La Vita E Bella,(206) 441-5322,Joan S.,"I went on an excursion today with my dog and walk down second Avenue just to see what was down there and I went to this restaurant the food was amazing they allowed me to bring my dog in and sit at a table I had the biggest Caesar salad I've ever had in my whole life and the lasagna was enough for two people extremely fresh and they gave me garlic bread and a whole meal was $24. Really?
The atmosphere was very upbeat pleasant nice to look at maybe it was because of the weather outside but I would definitely take my friends there. if you go order the lasagna and they might even give you some garlic bread and bring your dog but you'll probably have to sit outside I was allowed to sit inside .this place ranks 5 stars restaurant,
You might also meet Giuseppe Forte the owner
Another fantastic meal at the restaurant today
Pasta dish with chicken sausage
Service amazing
Great experience
Lunch time today on a nice day !!!
All staff generally friendly go have lunch!"
La Vita E Bella,(206) 441-5322,Maddie E.,"We discovered this place on Postmates and keep coming back for more. If you're looking for pasta, the carbonara is a MUST get. It's incredible. Their bread and salads are mediocre but I strictly come here for carbonara."
La Vita E Bella,(206) 441-5322,Douglas W.,"Amazing service. They weren't super busy but seemed to be under staffed. Our waiter was juggling multiple tables but knew how to handle it. When he felt he wasn't visiting us fast or often enough he'd do a drive by and update us on where we stood. That small gesture makes the difference. My wife and I just took the time to have a great conversation about our vacation in Seattle.
Once the food arrive it was nothing short of AMAZING!"
La Vita E Bella,(206) 441-5322,Crystal F.,"We ordered takeout through GrubHub from this restaurant. The carbonara we received was clearly mad with whole eggs--there were chunks of gross undercooked egg whites throughout. We immediately contacted GrubHub who contacted the restaurant. The restaurant's response was ""we cannot guarantee the quality of the food"" and they refused to refund us for the inedible dish. Food wasn't good and customer service was worse."
La Vita E Bella,(206) 441-5322,JC J.,"Service was great
Food was very tasty
Ambiance: terrible, my eyes are really bad, and the place is just too damn dark, I cant read the menu. Had to open my cell phone flashlight to read the menu. The pizza was good, but the sausage could have been more.. it was just sprinkled with a few shredded sausages... was just in the center of the pie.
Overall was good. I'd come again, but next time I will try to request to sit outside patio. 3 stars for now, I'll change my rating next time I come back."
La Vita E Bella,(206) 441-5322,Edward S.,"La Vita E Bella is a nice Italian restaurant in the heart of Belltown. It has a really old school feel to it. In English, the name translates to Life and Beautiful, which is a good name.
The reviews were kind of mixed, but I guess I came on a good night. The wine list was good--I ordered some nice red. For the appetizer I had the Caprese salad--it was really good with nice, fresh tomatoes.
For the main course I had a cheese pizza. I thought it was really good. The crust was nice and thin and I loved the tomato sauce.
I will definitely be back"
Brunello Ristorante,(206) 527-4778,Kurt A.,"We have enjoyed Brunello many times, and were saddened when the virus struck the restaurant industry. Sadness turned to gladness when we learned that Brunello was offering takeout, and it did not disappoint: lasagne, rigatoni al salsiccio, baked olives, and Caesar salad were as delicious out of the box as in their beautiful dining room. Bravo, Brunello!"
Brunello Ristorante,(206) 527-4778,Miranda P.,"My husband and I ate our Valentine's Day dinner here, and we had a great experience!
We ordered the gnocchi with chicken and the lasagna. The gnocchi is made fresh daily in-house, and it seriously melts in your mouth! So delicious, and the chicken had a nice charbroiled flavor to it. The lasagna was also delicious--great sauce, and I loved the blend of cheeses that they used.
Best of all, the service was amazing. Both servers working at the time made our experience very special. They were attentive, friendly, and our food came out quickly. I also liked the presentation of their aranciata soda!
I would definitely recommend eating at Brunello."
Brunello Ristorante,(206) 527-4778,Justin P.,"This review is for my experience coming here for Valentines Day. They have a set menu for $50 where you choose an appetizer, salad and entree.
7:45: Arrived at the restaurant - promptly seated and given bread with olive oil and balsamic vinegar.
7:50: Made our choices off the menu.
8:20: Got our salad. Tasted decent but portion was pretty small.
8:50: Got our entrees. Filet mignon was really good (but you can't really mess up filet mignon right?)! Seafood linguini was lackluster. Pasta was really soft and seemed like overcooked, packaged pasta.
9:15: We were given tiramisu for our troubles.
9:45: Finally got our appetizers and a slice of lemon cake (as additional compensation) both boxed to go.
Their desserts are amazing and I want to come back on a regular day to try their food. I have no doubt in my mind that they serve great food and have kind staff.
But I felt like I was held hostage here for 2 hours - I didn't want to leave and pay $50 before I got all my (average) food. I understand that it was a busy night but they had a set menu and had a reservation system - I expected better preparation from them. People who were seated after us were getting food before us.
TLDR - 30 minutes for salad, 1 hour for entree, 2 hours for appetizer, yeesh :("
Brunello Ristorante,(206) 527-4778,Jenny Z.,"WOW the food here is amazing! Ate the leftovers for lunch today and honestly just as good. We came here for my husband's birthday dinner. I booked through Yelp for the first time and it was quite convenient.
We came on a busy Saturday night for an 8 pm reservation. Even though we came about 10 min early, we got sat right away. We started with a bottle called Marchesi which is a sangio/cab blend (mostly sangio) which was light with main note of cherry. I did wish it had more cab since we like fuller body wines, but the lightness ended up pairing well with our meal.
For apps we ordered the olives, caprese salad and caesar salad. Olives came out hot which I had never had before! It was flavorful and tasted amazing with their bread. The caprese salad was a generous portion and fresh tasting. Caesar was good as well. I added anchovies which were extremely salty...almost cured? I would pass on that next time, especially if you're expecting fresh anchovies like I was.
For dinner I ordered the seafood special. Husband ordered the gnocchi gorgonzola with chicken (after reading the review that the person could die happy after eating it lol). Both were amazing. I personally liked the seafood dish more. Very fresh seafood and perfectly al dente pasta. The gnocchi dish was rich and creamy and the chicken was tossed on top, which cut the creaminess in a good way.
Overall food tasted delicious and authentically Italian and will definitely be back to try more pasta. Next time we will definitely try the carbonara which had raving reviews. I also enjoyed the wine list which offered wines from several Italian regions. It's always nice to try a bottle you can't normally order from a Seattle restaurant. The ambiance was really nice and felt like you were transported to a little Italian restaurant in Trastevere.
The downside for us was the lackluster service, especially for a birthday dinner. Friendly server but forgot several things (forgetting to put in our appetizer order, asking several times whose birthday it was despite me writing it into the notes of the reservation and telling him, asking me to remind about the bday dessert, giving us another table's filled out receipt instead of my card back, etc.)
Just a little bit more thoughtfulness would have made the birthday dinner less chaotic-seeming. Good thing husband does not care all that much about bdays :) All in all a very nice dinner despite the unconventional service lol."
Brunello Ristorante,(206) 527-4778,Mike N.,"Led to Brunello by the 4 1/2 star rating. While I was expecting an old style neighborhood Italian restaurant, I was underwhelmed when I walked in. It was a bit more ""rustic"" than I anticipated. Menu was mostly pastas but also had chicken and veal entrees. But this was ideal for the evening as I was looking for pasta along with the Huskies I was feeding. I ordered the only homemade pasta on the menu, the gnocchi with red sauce and meatballs. The gnocchi pillows were really good. However the sauce was way too spicy to my liking and I like heat but in this case it took away from the gnocchi. And the smallish meatbballs were bland. Service was excellent. You can expect a decent meal just don't come with expectations that you'll be blown away which a Yelp rating like it has will do."
Brunello Ristorante,(206) 527-4778,Kristin B.,"April of this year when I went to Brunello. I had gnocchi with marinara sauce, which is one of my favorite dishes. It was delicious! I am all about sauce and this dish had it. The sauce was plentiful and tasty. The gnocchi was on point. If you're in the Roosevelt neighborhood, I would definitely make sure to give this Italian restaurant a try.
Accessibility: This place is accessible. There are no steps to get in nor any booths to worry about. It will be a tight squeeze when it is busy though. The flooring is raised tiles so it may be bumpy for any wheelchair users. I do not remember the washroom situation. I would inquire."
Brunello Ristorante,(206) 527-4778,Paulina H.,"Food: 9/10 (Seafoods are fresh, not too spicy, everything taste perfect! But the pasta is a little salty.
Environment: 10/10 (great to sit outside when it's sunny and enjoy some wine)
Service: 10/10"
Brunello Ristorante,(206) 527-4778,Kathryn C.,"I had the most wonderful experience at this restaurant!
Tim, the owner, had an excellent wine special by the glass that paired perfectly with my starter of meatballs in a hearty marinara sauce. The meatballs were so delectable!
I appreciated the option of more Parmesan, fresh cracked pepper and red chili flakes throughout my meal as I like things a little spicy.
For the next course I had the Pomodoro Caprese and the tomatoes tasted so very fresh! The mozzarella, olive oil, balsamic and basil were top quality which all together made this delicious!
For my main course I had the Carbonara and if you are a fan of this creamy pasta dish with egg and panceta it does not disappoint.
To finish off my meal I had the in house made tiramisu and some limoncello. It was the perfect ending to a perfect meal.
Tim and his staff have definitely got the right vibe in this Ristorante Italiano with great conversation, fantastic wine and food and a comforting overall ambience. I will be back!"
Brunello Ristorante,(206) 527-4778,Mikala K.,"My husband loved his salmon pasta with lemon butter, capers and white wine sauce $29. I had the lasagna but lil too cheesy and very little meat or marinara sauce to relish on $14. The bread was actually bland but was improved by dipping it in balsamic vinegar and olio. Yet, if their entrees are this delish, then the bread should match the food quality. I highly recommend they try a better recipe or buy better tasting bread. I am a bread fanatic and unwarranted and unofficial bread connoisseur so if I dont like the bread, then the rest of the meal we be subpar automatically."
Brunello Ristorante,(206) 527-4778,Stacy S.,"Had a weekday dinner here, based on reviews from other Yelpers. We were not disappointed.
The menu had a great selection, and the food we ordered was tasty. I had a vegetarian pasta dish and he had a seafood pasta special. The portion size is very generous for the amount of each dish. The wine menu was decent and the service was very good. Our only complaint was that the vanilla gelato tasted more like ice cream than actual gelato, so that was a bit frustrating."
Brunello Ristorante,(206) 527-4778,Monica K.,"We celebrated our friend's birthday here for dinner last weekend. The restaurant was able to accommodate our large group fairly well.
I enjoyed the burrata appetizer - it was my first time trying burrata, and I thought it was good (though I have nothing to compare it with). I ordered the pasta special of the night, and got to try a little bite of my friends' pasta dishes. For all the pasta dishes I tried, I think they were good but not particularly amazing.
What stood out for me the most was Tim, who served us that night. He was extremely energetic, joyful, quick, and funny. He handled our large group with grace. I really appreciated the extra effort he put into giving us a positive experience!"
Brunello Ristorante,(206) 527-4778,Elly S.,"I really want to like this place. It's very convenient with a warm atmosphere, friendly staff and a variety of tasty food options. Both times I've been, the food has been slow to come out but this isn't usually more than a nuisance, especially on busy nights. However, on Saturday night my husband's order was lost/forgotten, and he ended up waiting about 15 minutes longer for his food - a large seafood pasta dish. They were very kind about the mistake and even comped a couple desserts. In hindsight, though, I worry that the staff rushed to make the food in order to address the error, since my husband has had symptoms of food poisoning since the morning after, and undercooked seafood seems a very likely culprit.
Again, I want to like this place, but I don't think we will go back. For those who do go, I recommend the tiramisu and would steer clear of any shellfish."
Brunello Ristorante,(206) 527-4778,Jasmine S.,"Cozy atmosphere and authentic Italian flavors! A bit difficult to get the staff's attention as they were super packed that night, but overall a great experience."
Brunello Ristorante,(206) 527-4778,Clarissa L.,"We came here as it was a short drive from our Airbnb.
Delicious food! Free street parking, friendly staff, quiet atmosphere, any pasta dish can be made as a half portion for children"
Brunello Ristorante,(206) 527-4778,Mayson L.,"I'm giving this place a 3.5/5 just by the food.
It's a small mom and pops kind of Italian restaurant which kind of makes you feel at home. The staff and waiters are super friendly and will make sure your water is never empty! Spectacular service. It was nice of them to offer all the dinner specials in a very well manner.
The food was just okay. I'm from Los Angeles and I was being too harsh comparing it to my favorite Italian restaurant back home. I got the spaghetti bolognese and fettuccini pesto. Both were a bit bland in my opinion. Meatballs were tasty though!
Overall, this is a nice date spot! They have plenty of wine options as well. Bye Seattle!"
Brunello Ristorante,(206) 527-4778,Brice B.,"A great, affordable Italian restaurant with a cozy, authentic dining area. It's very unassuming from the outside and location. The service is great as well."
Brunello Ristorante,(206) 527-4778,Shannon B.,"Went to Brunello on a Wednesday evening. The restaurant is beautiful! It made me feel like I was back in the Italian countryside. The service was a little slow, but too be fair, the restaurant was a little busy. I ordered the Spaghetti Carbonara and the Tiramisu. Both were super tasty and I would order them again."
Brunello Ristorante,(206) 527-4778,Felisa D.,"I had been at the restaurant that used to be in this location. It was also Italian. That was as much as I can remember about it. Other than that, I don't quite remember how the food or service was.
My husband and I had an impromptu date night. We wanted to go to the Crest, but we wanted to eat out before the movie. I suggested this place because I had a hankering for pasta.
I tend to expect neighborhood joints to be good at best. And that's sometimes okay if you're, like us, hungry and desperate.
Look, I'm not saying this like being in Italy. But the food was pretty good. I generally don't love Italian-American cuisine because it tends to be too cheesy. This place served food that was between Jersey Italian-American and artisanal regional Italian cuisine if that makes sense. Like they at least have the decency not to batter and fry their calamari... But they do have your heavy sauces if you want your pasta that way. We enjoyed our pasta dishes and the service was very warm. It's not the cheapest meal but was quite reasonable everything considered.
For specifics: I'm not sure how I feel about the bread. It's served warm (which was fantastic!) but I just wish it has a little bit more crust and bite. The pasta we had was al dente and the sauces had a pretty good balance. I ordered the penne vodka while my husband ordered the linguini vongole. The penne vodka was good but was missing... Something. I asked for a side of parsley and was given some chiffonade basil lol that actually worked! It just needed a little brightness to balance the heavy creaminess of it. My husband enjoyed his dish but said it was also missing something. It was just a little bit of sauce.
Overall, we would come back."
Brunello Ristorante,(206) 527-4778,Kerri K.,"It was our first time there and we will definitely return! Warm atmosphere, great food and friendly staff. Last night they had lobster spaghetti as a special dish(with saffron)--yum!"
Brunello Ristorante,(206) 527-4778,Joe M.,This place is awesome! I've driven past this place for a couple of years and decided to try it. Wow glad I did. The service was top notch and the food was even better. The drinks were great and the bread was to die for. If you want a treat go here. Blown away! Great job guys!
Tavolàta,(206) 420-8355,Michael E.,"Decided to give the new takeout menu a shot. Boy was it good. The aged steak was perfect, the pappardelle was cooked al dente along with chicken meatballs was scrumptious. The meal also came with a beet/cheese appetizer & delicious huge cookies. To top it off, we got a nice bottle of Walla Walla cab for just $15.
This is a great deal and super easy to pickup as well. Plenty of parking right out front and I received a text message that the food was ready as someone brought the food out front."
Tavolàta,(206) 420-8355,Abigail G.,Cannot ever get enough of their pasta now. I am hooked. I went in before the quarantine and enjoyed the atmosphere and the cocktails. Their menu is authentic. Tavolàta has a staff that is kind and well oiled!
Tavolàta,(206) 420-8355,Tay W.,"Atmosphere: Dark and lively.
Service: Awesome! Our waiter gave great recommendations and checked in on us regularly.
Food: My fiancé got the rigatoni & I got the Pappardelle. Both dishes were amazing. If you like your pasta fully cooked, be sure to let your waiter know. Their pasta is cooked al dents--a bit firm. It didn't taste bad, but I wouldn't have mind if it was cooked a little bit more!"
Tavolàta,(206) 420-8355,Natasha G.,"I've come to Tavolata twice now and while the overall experience is passable, my 3 star rating is bc nothing really blew me away. In my most recent visit, I came with a large party (14 people) for my friends birthday dinner. My first of three stars this place gets is for the service - we were able to create a customized tasting menu including appetizers, pasta, entrees, sides, AND dessert for the birthday, with a mix of veg and non-veg options to meet the needs of various people in our party. The waiters were friendly and attentive throughout, and I'll add another star for an ambiance that is good for special occasions with large groups to date vibes or intimate friend group dinners.
The food didn't wow me though - I've had much more memorable Italian in a 5 mile radius of this place. We started with a standard meat board (it's hard to mess that up), burrata that honestly was bland, and fried lard which tasted a bit rubbery and not fresh. The pastas (potato gnocchi and ravioli) were also just ok - the ravioli had a weird honey taste mixed with the savory sauce, and while some cuisines nail the mix of savory and sweet, I don't think Italian pasta is the right place to try it (at least this one). Finally, the pork chop was hard to bite, chew, and swallow - it honestly tasted like a dish you would get at a college dining hall. The farroto (off the menu veg item), as well as the rapini, however, were decent - the garlic/lemon zest on the rapini was a nice palette cleanse from the pasta and the farroto was a solid veg risotto. My third star is for those dishes. Finally, the lemon donut dessert was fine, but again, better donuts and dessert options within a 5 min walk from here (cue Salt & Straw, General Purpose, and Frankie & Joes).
If you do end up coming here for some reason, ask for the Farroto and rapini and it'll satisfy your taste buds while enjoying the vibrant ambiance. I wouldn't waste your calorie intake or $$ on anything else from here."
Tavolàta,(206) 420-8355,Camille W.,"My friend and I were exploring Capitol Hill and happened upon Tavolata and we were both pleasantly surprised! It happened to be 15 min before happy hour ended and the barista took our orders in just in time. One thing I will say is I do not think I would be as happy paying full price for what we got, which is why it is 3.5 stars.
We ordered the arugula salad, bruschetta, spaghetti, and rosemary gimlets. The arugula salad was crisp, cheesy, and lemon-y exactly what you're looking when consuming a bitter salad. It was actually my favorite part of the meal ¯\_(ツ)_/¯ The spaghetti was a little too anchovy-y which I found odd since I was searching for the salt and pepper shakers... the meatballs were good but the flavor was lacking. The pasta appeared to be fresh pasta but was just a tad too al dente. My friend and I both agreed within our first bite that it should've had more time in the hot water, but the parm shavings were a nice touch. The bruschetta did not come had we not asked about it, which was fine with us since we were working on our other choices, but I had to ask for that. But it was sourdough bread with a very unique dip and a side of olive oil and balsamic.
Sitting at the bar made me realize how tricky it must be to multitask all the aspects of a full menu and drinks for the whole restaurant. The gal at the bar handled it like a champ. The rosemary gimlet was actually one of the most memorable! Refreshing, perfect amount of rosemary taste and citrus and relatively strong on the gin, which is an excellent balance. Our bill was $30 each with tip which I thought was still on the higher end for what we got.
All in all, I would perhaps try it again if I were coerced into it but I don't know if the pasta made that much of an impression to me to come back. I've had better pasta elsewhere, maybe I just didn't order the right thing?"
Tavolàta,(206) 420-8355,Peter C.,"So so so much to like about Tavolata. Get the bread basket - it comes with this delicious spreadable cheese and balsamic vinegar. But the star is the spreadable cheese -it will blow your mind how flavorful it is. They didn't have any specials that night, so I played it safe with spaghetti & meatballs. But goodness gracious this is nothing like what you can make at home, and that's the whole fun of eating out. It's covered in a pile of parmesan with sturdy, firm noodles and it's SO good. Run, don't walk to this one. Slightly dim lighting so you might think it's a romantic date spot, but it's kind of loud on the inside, unless you're lucky enough to get a quiet corner somewhere. Anyway, just go and thank me later."
Tavolàta,(206) 420-8355,Huong L.,"This was on my list of Seattle restaurant week and it did not disappoint at all.
We made reservations for 6 on Monday and got seated right away. I was interested in their happy hour menu as well and they were able to accommodate us for the bar area.
The menu was awesome for SRW - you get to choose an appetizer, entree and dessert on their regular menu!
- Brussels sprouts - filling, good texture, a little bland
-albacore with mussles - interesting, the albacore was thick cut and cooked medium rare. It was bland but went well with the mussles and sauce
-sorbetto - ice cream went well with the cookie, but wasn't sure where the sweet and salty came from as both was sweet. The ice cream was coconut lime and was good.
The HH menu was also awesome!
-bruschetta - fish was good and was a lot on the crunchy/soft bread. Flavor was spot on.
-parpadelle - favorite meat sauce, and the pasta was cooked perfectly
Price and portion for both menu was generous and I would definitely come back! Service was ok, not particularly amazing but better than what I expected. This is probably one of the best SRW restaurant Ive been to."
Tavolàta,(206) 420-8355,Cindy V.,"Lovely environment. Romantic for dates and a great spot for happy hour - Pasta dishes running less than $15 that are filling! My favorite from the happy hour menu is the rigatoni with spicy sausage. Delicious, makes me want to get more every time. The gnocchi is also decent, no complaints.
The chicken ravioli is super bomb, I definitely recommend this dish (not on HH). At first I thought this dish was small but was filling even though I was super hungry.
Bruschetta with smoked fish - the fish is amazing! Tasted very fresh. I just wish the bread was a little softer. It was a little too crunchy to our liking but still a solid appetizer. I also tried the olive appetizer before but didn't really enjoy it.
I've only gone here for dinner and the wait for the food is pretty long. Service is okay nothing spectacular. I would suggest making reservation to avoid long lines for the weekend since it can get pretty busy or if you want to sit at the booth."
Tavolàta,(206) 420-8355,Joey J.,"This place gets busy very, very fast. We were able to sneak into the bar area for some dinner. Cocktails were good, but the mai tai was very fruity. Espresso martinis were espresso forward.
The steak tartare was good, but almost too cold. I had the spaghetti with anchovy off the happy hour menu and it was the highlight. My wife had the tagliatelle with scallops, and she hated it. Scallops were diced up and the Alfredo type of sauce was off. It was honestly inedible but we were told it was a new add to the menu and delicious. It's also one of, if not the most expensive pasta on the menu.
I would go back for happy hour and just order off that menu. 4 stars without the tagliatelle factored in."
Tavolàta,(206) 420-8355,Kristen K.,"My best friend in Seattle recommended this restaurant as his favorite Italian spot in the city, so we decided to make a reservation when a group of us were in the city.
It was a rainy Sunday evening and the restaurant was not too full when we came in for our reservation.
We each order our own dishes and I got to try some of my friend's dishes as well. Everything was very well plated and delicious (al dente)!!
Food:
Pappardelle - My friend and I split the Pappardelle and the spaghetti. I like the pappardelle more because it was a meat sauce and I haven't had an anchovy sauce before on my pasta. Both pastas were perfectly al dente and a pretty sizeable portion.
Anchovy Spaghetti with side meatballs - Meatballs were delicious! The spaghetti was a bit more fishy than I expected, but I liked the pasta overall. It was just more overpowering than I thought.
My friends all seemed very happy with their pasta dishes (also the salumi board was excellent). We all pretty much cleaned up all of the food somehow. I think the bucatini might have been a clear winner of the pastas though.
Overall, really delicious Italian restaurant in Capitol Hill. Very nice space and excellent service. Definitely would recommend coming here to try some delicious pastas!"
Tavolàta,(206) 420-8355,Sara C.,"Really great and authentic pasta without the wait! I can't say enough great things about this place. From service to food, every experience I've had has been wonderful. The restaurant is very accommodating of big groups, staff is knowledgeable and friendly, and careful with food allergies. The kitchen is on it! Food is fresh and delicious. Menu is fun and adventurous, and talk about that happy hour menu too.The atmosphere is trendy yet sophisticated.
Just go, you won't regret it, maybe make a reservation ahead of time. It's the little things, the attention to detail that add up into one great experience. I'm determined to try everything on their menu!"
Tavolàta,(206) 420-8355,Carmen V.,"Great to remember Italian sounding restaurants you marked in your mental 'to try' list from a previous visit to Seattle. In this case, remembering the Tavolata name saved my night, as my colleague and I were literally fighting and almost grabbing each other's hair to go and have dinner together somewhere were we both could enjoy. My colleaguefriend is Indian and somehow picky with her food intake.
Myself, I am in ketosis mode and with bad mood for cutting bread from my diet plus all that sugar...therefore irritable. Tavolata saved our night. My colleaguefriend enjoyed her pasta (al dente, not hard! ) and I definitively went fully keto, with that halibut in romesco sauce and shared an octopus carpaccio mega delicious with her. Also, had an non alcoholic cocktail that was so good you forgot it has no alcohol in it.
Great quality food and very nice atmosphere. Looks like mostly customers were pretty girls in pairs (well, not talking for ourselves in this case) and some matc.com kind of couples just on a first date. Packed but fast and friendly service."
Tavolàta,(206) 420-8355,Dennis D.,"Another Ethan Stowell restaurant, this time on Capitol Hill. All about the scratch-made pasta here, and the menu has some good appetizers too.
The roasted beets were my favorite starter. The gnocchi is one of my favorite pastas on the menu- chewy and lightly bouncy texture, and the sauce tastes fresh and zesty. The pastas all are sharable too, so you'd be able to get a little bit of everything. Also, the Porchetta is great- maybe a little extra with the salt, but overall, the pork tasted good with all the accompaniments on the wood board.
It's not my personal favorite Ethan Stowell restaurant experience, but Tavolàta on Capitol Hill is an alright place to get food and drinks with friends."
Tavolàta,(206) 420-8355,Siddhartha G.,"'Woohoo as good as it gets' is just about right for Tavoláta, I don't believe I've had better Italian cuisine in recent memory. My sample space though is only the bay area, but San Jose's Little Italy restaurants can hold their own.
The novelty factor at Tavoláta is high, beginning with super-spicy Calabrian spice roasted pistachios and ending with hazelnut chocolate topped with the bitterest grapefruit marmalade you'll ever have. Get it while you can, when I tried asking for the marmalade's source they told me it's only temporarily on the menu.
And of course, if the start and the end are so good, how could they falter on the middle course? Main entreé was a cheesy sumptuous semolina ravioli delight, the Gnocchi alla Romana.
It would be worth coming back to Seattle just to eat at Tavoláta again."
Tavolàta,(206) 420-8355,Ju C.,"Burrata: The cheese was just so fresh and well balanced with pear
Ricotta ravioli: The ravioli had the perfect amount of chew. The Sauce was nutty, zesty and sweet, perfect with ricotta cheese.
Pappardelle: This was one of the best pasta dishes I have ever had. The handmade pasta was so good and the ragu sauce was just a little spicy and minty so not greasy at all."
Tavolàta,(206) 420-8355,Kevin Z.,"Pretty run of the mill Italian fare. We had a large table come in for a birthday dinner. We ordered the rigatoni, papparadelle, tagliatelle, spaghetti and meatballs, hanger steak, and porchetta. The pastas were ultimately forgettable as the flavors and textures were decent but nothing special. Visually, the porchetta was stunning but came to our table very cold and had to be reheated. The dish ended up being disappointing because it was fairly one dimensional favor wise.
Overall, service was great but food left much to be desired."
